Name,Price,Grammage,IsOffer,Category,Price (EUR/ Kg),net_carbs,sugar,fiber,saturated_fat,protein,energy,carbohydrates,sodium,calcium,monounsaturated_fat,vitamin_c,cholesterol,fat,iron,polyunsaturated_fat,potassium,vitamin_a,grams,trans_fat,energy (kcal),Search Result Name,Search Result Brand,vitamin_d,sugar_alcohols,added_sugars
REWE Beste Wahl Himbeer-Heidelbeer-Mi...,"1,99 €","300g (1 kg = 6,63 €)",False,Tiefkühlkost,6.63,,,,,,,,,,,,,,,,,,,,,,,,,
REWE Beste Wahl Buttercroissants 360g,"3,69 €","360g (1 kg = 10,25 €)",False,Tiefkühlkost,10.25,47.0,,2.5,11.0,8.9,"{'unit': 'calories', 'value': 391.0}",49.5,,,,,,18.0,,,,,1.0,,391.0,Buttercroissants,Rewe Beste Wahl,,,
"Frosta Fischstäbchen MSC 450g, 15 Stück","3,99 €","450g (1 kg = 8,87 €)",False,Tiefkühlkost,8.87,17.4,0.7,,,13.0,"{'unit': 'calories', 'value': 186.0}",17.4,,,,,,8.2,,,,,1.0,,186.0,MSC Fischstäbchen,Frosta,,,
REWE Bio Roggenbrötchen 6 Stüc...,"2,29 €","420g (1 kg = 5,45 €)",False,Tiefkühlkost,5.45,44.1,4.2,0.0,0.4,9.0,"{'unit': 'calories', 'value': 238.0}",44.1,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.0,0.0,238.0,Roggenbrötchen,Rewe Bio,,,
Iglo Rahm-Spinat portionierbar 750g,"3,29 €","750g (1 kg = 4,39 €)",False,Tiefkühlkost,4.39,1.8,0.0,0.0,0.0,2.6,"{'unit': 'calories', 'value': 42.0}",1.8,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,1.0,0.0,42.0,Rahm-Spinat Portionierbar,Aldi,,,
Gustavo Gusto Pizza Margherita 410g,"4,69 €","410g (1 kg = 11,44 €)",False,Tiefkühlkost,11.44,25.0,1.4,2.0,4.4,9.6,"{'unit': 'calories', 'value': 206.0}",27.0,1300.0,,,,,7.1,,,,,1.0,,206.0,Pizza Margherita,Gustavo Gusto,,,
REWE Beste Wahl 10 Mini Frühlingsrollen...,"2,59 €","280g (1 kg = 9,25 €)",False,Tiefkühlkost,9.25,30.7,0.0,0.0,1.2,2.8,"{'unit': 'calories', 'value': 259.0}",30.7,800.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,1.0,0.0,259.0,Mini Frühlingsrollen,Rewe Beste Wahl,,,
REWE Beste Wahl Mini Laugen-Mix 10er,"2,69 €","518g (1 kg = 5,19 €)",False,Tiefkühlkost,5.19,42.0,2.6,2.0,,8.1,"{'unit': 'calories', 'value': 213.0}",44.0,1.25,,,,,1.0,,,,,1.0,,213.0,Mini Laugen Mix,Rewe Beste Wahl,,,
Rewe Beste Wahl Mango in Würfeln 500g,"2,99 €","500g (1 kg = 5,98 €)",False,Tiefkühlkost,5.98,14.2,113.0,,0.1,0.5,"{'unit': 'calories', 'value': 60.0}",14.2,,,,,,0.1,,,,,1.0,,60.0,Mango in Würfeln,Rewe beste wahl,,,
McCain Pommes Frites Golden Longs 600g,"2,95 €","600g (1 kg = 4,92 €)",False,Tiefkühlkost,4.92,22.5,0.5,3.0,0.8,3.0,"{'unit': 'calories', 'value': 171.0}",25.5,,,2.8,,,7.0,,3.4,,,1.0,,171.0,Pommes,McCain Golden Longs,,,
REWE Bio Pommes Frites 750g,"2,49 €","750g (1 kg = 3,32 €)",False,Tiefkühlkost,3.32,24.5,1.0,2.0,0.5,2.5,"{'unit': 'calories', 'value': 145.0}",26.5,11.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,145.0,Bio Pommes Frites,Rewe,,,
REWE Beste Wahl Pommes Extra Dünn &...,"1,99 €","750g (1 kg = 2,65 €)",False,Tiefkühlkost,2.65,24.0,,,,2.5,"{'unit': 'calories', 'value': 156.0}",24.0,,,,,,5.0,,,,,1.0,,156.0,Pommes,Rewe Beste Wahl,,,
Frosta Bratkartoffel-Hähnchenpfanne 500g,"4,69 €","500g (1 kg = 9,38 €)",False,Tiefkühlkost,9.38,10.2,2.1,2.0,1.2,4.8,"{'unit': 'calories', 'value': 96.0}",12.2,0.74,,,,,3.5,,,,,1.0,,96.0,Bratkartoffel Hähnchenpfanne,,,,
REWE Bio Schnittlauch 50g,"0,99 €","50g (1 kg = 19,80 €)",False,Tiefkühlkost,19.8,3.0,1.0,,6.5,4.0,"{'unit': 'calories', 'value': 262.0}",3.0,,,,,,26.0,,,,,1.0,,262.0,Frischecreme Schnittlauch,Rewe Bio,,,
Coppenrath & Wiese 9 Baguette-Brötchen 540g,"2,29 €","540g (1 kg = 4,24 €)",False,Tiefkühlkost,4.24,30.0,0.0,1.5,0.0,5.0,"{'unit': 'calories', 'value': 152.0}",31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,1.0,0.0,152.0,Baguette Brötchen,Coppenrath & Wiese,,,
Golden Toast Vollkorn-Toast 500g,"1,89 €","500g (1 kg = 3,78 €)",False,"Brot, Cerealien & Aufstriche",3.78,10.5,0.0,1.6,0.1,2.2,"{'unit': 'calories', 'value': 64.0}",12.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,64.0,Vollkorn Toast,Vollkorn Toast Golden Toast,,,
BE-KIND Dark Chocolate Nuts & Sea Salt 40g,"1,99 €","40g (1 kg = 49,75 €)",False,"Brot, Cerealien & Aufstriche",49.75,16.0,5.4,7.0,3.2,5.6,"{'unit': 'calories', 'value': 197.0}",23.0,350.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,197.0,Dark Chocolate Nuts & Sea Salt (40g),Kind,,,
BE-KIND Honey Roasted Nuts & Sea Salt 40g,"1,99 €","40g (1 kg = 49,75 €)",False,"Brot, Cerealien & Aufstriche",49.75,37.0,12.0,9.4,5.2,15.5,"{'unit': 'calories', 'value': 513.0}",46.4,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,513.0,Honey Roasted Nuts & Sea Salt,Be Kind,,,
REWE Beste Wahl Bäcker-Brötchen 360g,"0,99 €","360g (1 kg = 2,75 €)",False,"Brot, Cerealien & Aufstriche",2.75,30.3,1.68,,0.18,5.22,"{'unit': 'calories', 'value': 151.2}",30.3,300.0,,,,,0.6,,,,,1.0,,151.0,Bäcker Brötchen,Rewe Beste Wahl,,,
MadeGood Bio Granola Riegel Gemischte Beer...,"3,19 €","144g (1 kg = 22,15 €)",False,"Brot, Cerealien & Aufstriche",22.15,15.0,5.5,,0.4,1.6,"{'unit': 'calories', 'value': 100.0}",15.0,,,,15.0,,3.2,,,,15.0,1.0,,100.0,Riegel,MadeGood,53.0,,
MadeGood Bio Chocolate Chip Granola Riegel...,"3,19 €","144g (1 kg = 22,15 €)",False,"Brot, Cerealien & Aufstriche",22.15,61.0,23.0,8.6,4.1,6.9,"{'unit': 'calories', 'value': 417.0}",69.6,20.0,,,,,14.0,,,,,1.0,,417.0,Chocolate Chip Granola Riegel,MadeGood,,,
Golden Toast Buttertoast 500g,"1,89 €","500g (1 kg = 3,78 €)",False,"Brot, Cerealien & Aufstriche",3.78,12.0,0.9,0.7,0.5,2.1,"{'unit': 'calories', 'value': 66.0}",12.7,138.0,,,,,1.0,,,,,1.0,,66.0,Buttertoast,Golden Toast,,,
REWE Bio zarte Haferflocken 500g,"0,89 €","500g (1 kg = 1,78 €)",False,"Brot, Cerealien & Aufstriche",1.78,57.0,0.7,9.5,1.3,12.5,"{'unit': 'calories', 'value': 360.0}",66.5,10.0,,,,,7.0,,,,,1.0,,360.0,Haferflocken (Zart) 500g,Rewe Ja!,,,
REWE Beste Wahl Unser Mildes 500g,"1,79 €","500g (1 kg = 3,58 €)",False,"Brot, Cerealien & Aufstriche",3.58,43.3,,,,7.4,"{'unit': 'calories', 'value': 224.0}",43.3,,,,,,1.0,,,,,1.0,,224.0,Unser mildes,Rewe beste Wahl,,,
Butcher's Burger Brioche Burger Buns 4 Stück,"1,69 €","250g (1 kg = 6,76 €)",False,"Brot, Cerealien & Aufstriche",6.76,47.0,8.7,,3.5,9.0,"{'unit': 'calories', 'value': 296.0}",47.0,1100.0,,,,,7.2,,,,,1.0,,296.0,Burger Buns Brioche,Butcher's Burger,,,
Golden Toast Dinkel Harmonie Sandwich...,"2,89 €","750g (1 kg = 3,85 €)",False,"Brot, Cerealien & Aufstriche",3.85,16.7,1.2,1.2,0.2,3.9,"{'unit': 'calories', 'value': 96.0}",17.9,4.7,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,96.0,Dinkel Harmonie Sandwich,Golden Toast  1 slice - 37,,,
Alpenhain Obazda 125g,"1,49 €","125g (1 kg = 11,92 €)",True,"Brot, Cerealien & Aufstriche",11.92,3.0,1.5,,19.0,13.0,"{'unit': 'calories', 'value': 328.0}",3.0,680.0,,,,,29.0,,,,,1.0,,328.0,Obazda,Alpenhain Obazda,,,
REWE Beste Wahl Kürbiskernbrot 500g,"2,19 €","500g (1 kg = 4,38 €)",False,"Brot, Cerealien & Aufstriche",4.38,16.0,1.2,0.0,0.4,3.6,"{'unit': 'calories', 'value': 107.0}",16.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,1.0,0.0,107.0,Kürbiskernbrot,REWE Beste Wahl,,,
Nutella 750g,"4,59 €","750g (1 kg = 6,12 €)",False,"Brot, Cerealien & Aufstriche",6.12,57.6,56.8,0.0,11.0,6.0,"{'unit': 'calories', 'value': 546.0}",57.6,0.114,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,1.0,0.0,546.0,750g,nutella,,,
Butcher's Burger Sesam Burger Buns 4 Stück,"1,19 €","300g (1 kg = 3,97 €)",False,"Brot, Cerealien & Aufstriche",3.97,50.8,6.6,3.2,0.5,9.0,"{'unit': 'calories', 'value': 293.0}",54.0,0.98,,,,,5.3,,,,,1.0,,293.0,Sesam Burger Buns,Butcher's Burger,,,
Nutella 450g,"3,29 €","450g (1 kg = 7,31 €)",False,"Brot, Cerealien & Aufstriche",7.31,22.9992,19.9985,1.998,10.5165,2.0017,"{'unit': 'calories', 'value': 200.17}",24.9972,15.17,3.996,0.0,0.0,0.0,11.0001,9.00333,0.0,150.59,0.0222,37.0,,200.0,Nutella,,0.0,,
REWE Beste Wahl Weiz...,"1,69 €","750g (1 kg = 2,25 €)",False,"Brot, Cerealien & Aufstriche",2.25,9.6,0.0,0.0,0.0,0.1,"{'unit': 'calories', 'value': 38.0}",9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,Beste Wahl,Rewe,,,
REWE Beste Wahl Kartoffelbrot 500g,"1,99 €","500g (1 kg = 3,98 €)",False,"Brot, Cerealien & Aufstriche",3.98,24.0,0.6,,,4.0,"{'unit': 'calories', 'value': 118.0}",24.0,,,,,,0.5,,,,,1.0,,118.0,Kartoffelbrot,Rewe Beste Wahl,,,
Kölln Flocken blütenzart 500g,"1,69 €","500g (1 kg = 3,38 €)",False,"Brot, Cerealien & Aufstriche",3.38,55.8,1.2,11.1,1.3,13.8,"{'unit': 'calories', 'value': 361.0}",66.89999999999999,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Blütenzart,Kölln Flocken,,,
Leicht&Cross Knusperbrot Vollkorn...,"1,39 €","125g (1 kg = 11,12 €)",False,"Brot, Cerealien & Aufstriche",11.12,18.0,0.0,0.0,0.13,2.9,"{'unit': 'calories', 'value': 96.0}",18.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,96.0,Knusperbrot Vollkorn,Leicht &  Cross,,,
Gottschaller Biohofbäckerei Bio...,"2,99 €","500g (1 kg = 5,98 €)",False,"Brot, Cerealien & Aufstriche",5.98,48.3,1.8,,0.2,8.0,"{'unit': 'calories', 'value': 249.0}",48.3,620.0,,,,,1.3,,,,,1.0,,249.0,Gottschaller Bio-Schwabenlaib,Gottschaller Biohofbäckerei,,,
Mestemacher Eiweißbrot 250g,"2,19 €","250g (1 kg = 8,76 €)",False,"Brot, Cerealien & Aufstriche",8.76,21.4,2.9,10.1,1.7,21.0,"{'unit': 'calories', 'value': 262.0}",31.5,542.0,,,,,12.5,,,,,1.0,,262.0,Eiweißbrot,Mestemacher,,,
"REWE Bio + vegan Streichcreme Paprika,...","1,19 €","180g (1 kg = 6,61 €)",True,"Brot, Cerealien & Aufstriche",6.61,4.3,4.0,0.0,0.0,7.0,"{'unit': 'calories', 'value': 335.0}",4.3,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,335.0,vegane Streichcreme,,,,
Golden Toast American Sandwich 375g,"1,79 €","375g (1 kg = 4,77 €)",False,"Brot, Cerealien & Aufstriche",4.77,17.6,1.3,1.1,0.5,3.0,"{'unit': 'calories', 'value': 98.0}",18.700000000000003,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,98.0,American Sandwich,Golden Toast,,,
REWE Feine Welt Brioche Francaise 400g,"2,89 €","400g (1 kg = 7,23 €)",False,"Brot, Cerealien & Aufstriche",7.23,51.0,14.0,,9.2,7.0,"{'unit': 'calories', 'value': 362.0}",51.0,1000.0,,,,,14.0,,,,,1.0,,362.0,Brioche,Rewe Feine Welt,,,
Ibis Steinofen Baguette 250g,"1,49 €","250g (1 kg = 5,96 €)",False,"Brot, Cerealien & Aufstriche",5.96,50.8,3.7,0.0,0.2,8.3,"{'unit': 'calories', 'value': 249.0}",50.8,1.38,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,249.0,Steinofen Baguette,IBIS,,,
Corny Schoko 6x25g,"1,79 €","6x25g (1 kg = 11,93 €)",False,"Brot, Cerealien & Aufstriche",11.93,13.4,0.4,0.0,1.2,1.5,"{'unit': 'calories', 'value': 67.0}",13.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,Schoko,Corny,,,
Fritz Mühlenbäckerei Bio Roggenbrot 750g,"4,45 €","750g (1 kg = 5,93 €)",False,"Brot, Cerealien & Aufstriche",5.93,38.0,0.5,,0.1,6.0,"{'unit': 'calories', 'value': 186.0}",38.0,1500.0,,,,,1.1,,,,,1.0,,186.0,Bio Roggenbrot 750g,Fritz Mühlenbäckerei,,,
Golden Toast Vollkorntoast 250g,"1,39 €","250g (1 kg = 5,56 €)",False,"Brot, Cerealien & Aufstriche",5.56,10.5,0.8,1.6,0.1,2.2,"{'unit': 'calories', 'value': 64.0}",12.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,64.0,Vollkorntoast,Golden Toast,,,
REWE Bio Maiswaffeln mit Meersalz 120g,"0,99 €","120g (1 kg = 8,25 €)",False,"Brot, Cerealien & Aufstriche",8.25,85.0,0.4,,0.3,8.1,"{'unit': 'calories', 'value': 389.0}",85.0,,,,,,1.5,,,,,1.0,,389.0,Maiswaffeln mit Meersalz,Rewe Bio,,,
REWE Bio Creamy Erdnussbutter 250g,"1,99 €","250g (1 kg = 7,96 €)",False,"Brot, Cerealien & Aufstriche",7.96,12.4,7.1,,14.1,25.9,"{'unit': 'calories', 'value': 631.0}",12.4,510.0,,,,,51.8,,,,,1.0,,631.0,Creamy Erdnussbutter,REWE Bio,,,
REWE Beste Wahl Americansandwich...,"1,89 €","750g (1 kg = 2,52 €)",False,"Brot, Cerealien & Aufstriche",2.52,9.6,0.0,0.0,0.0,0.1,"{'unit': 'calories', 'value': 38.0}",9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,Beste Wahl,Rewe,,,
REWE Bio Blütenhonig 350g,"2,59 €","350g (1 kg = 7,40 €)",False,"Brot, Cerealien & Aufstriche",7.4,75.0,,,,0.4,"{'unit': 'calories', 'value': 306.0}",75.0,,,,,,0.5,,,,,1.0,,306.0,Blütenhonig,Rewe Bio,,,
Sinnack Kaiserbrötchen 220g,"0,99 €","220g (1 kg = 4,50 €)",False,"Brot, Cerealien & Aufstriche",4.5,46.0,2.8,,,9.4,"{'unit': 'calories', 'value': 239.0}",46.0,,,,,,1.1,,,,,1.0,,239.0,Kaiserbrötchen,Sinnack,,,
REWE Bio Fruchtaufstrich Erdbeere 250g,"1,99 €","250g (1 kg = 7,96 €)",False,"Brot, Cerealien & Aufstriche",7.96,37.0,37.0,,0.1,0.7,"{'unit': 'calories', 'value': 161.0}",37.0,0.03,,,,,0.5,,,,,1.0,,161.0,Fruchtaufstrich Erdbeere,Rewe Bio,,,
REWE Bio Aufstrich Mango-Papaya-Curry...,"1,19 €","180g (1 kg = 6,61 €)",True,"Brot, Cerealien & Aufstriche",6.61,6.8,6.0,,,4.8,"{'unit': 'calories', 'value': 335.0}",6.8,,,,,,31.7,,,,,1.0,,335.0,"Mango, Papaya & Curry Aufstrich",Rewe Bio,,,
REWE Bio Reiswaffeln glutenfrei 100g,"0,89 €","100g (1 kg = 8,90 €)",False,"Brot, Cerealien & Aufstriche",8.9,10.0,4.5,,2.6,1.2,"{'unit': 'calories', 'value': 83.0}",10.0,1.0,,,,,4.3,,,,,1.0,,83.0,Reiswaffeln Vollmilch (Glutenfrei),Rewe Bio,,,
Lieken Urkorn Kleines Kerni 250g,"1,39 €","250g (1 kg = 5,56 €)",False,"Brot, Cerealien & Aufstriche",5.56,13.6,1.2,2.8,0.3,2.4,"{'unit': 'calories', 'value': 88.0}",16.4,200.0,,,,,2.0,,,,,1.0,,88.0,Kleines Kerni,Lieken Urkorn,,,
REWE Beste Wahl Urväter Schnitten 500g,"2,29 €","500g (1 kg = 4,58 €)",False,"Brot, Cerealien & Aufstriche",4.58,46.5,2.0,,0.2,6.5,"{'unit': 'calories', 'value': 236.0}",46.5,1200.0,,,,,1.3,,,,,1.0,,236.0,Urväter Schnitten,Rewe Beste Wahl,,,
Golden Toast Vollkorn Sandwich 375g,"1,79 €","375g (1 kg = 4,77 €)",False,"Brot, Cerealien & Aufstriche",4.77,15.5,1.1,2.3,0.2,3.1,"{'unit': 'calories', 'value': 94.0}",17.8,0.5,0.0,0.9,0.0,0.0,1.7,0.0,0.6,0.0,0.0,1.0,0.0,94.0,Vollkorn Sandwich,Golden Toast,,,
Metaxas Griechischer Zaziki 200g,"1,69 €","200g (1 kg = 8,45 €)",False,"Brot, Cerealien & Aufstriche",8.45,4.3,3.5,0.0,5.9,3.7,"{'unit': 'calories', 'value': 149.0}",4.3,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,149.0,"Griechischer Zaziki, Becher, 200g",Griechische Feinkost METAXAS,,,
REWE Bio Weizenvollkorn...,"2,29 €","375g (1 kg = 6,11 €)",False,"Brot, Cerealien & Aufstriche",6.11,45.6,,,,9.6,"{'unit': 'calories', 'value': 255.0}",45.6,,,,,,3.1,,,,,1.0,,255.0,Bio Weizenvollkorn,REWE,,,
Popp Brotaufstrich Eiersalat 150g,"1,79 €","150g (1 kg = 11,93 €)",False,"Brot, Cerealien & Aufstriche",11.93,5.0,3.0,0.0,3.4,7.8,"{'unit': 'calories', 'value': 284.0}",5.0,675.0,0.0,0.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,1.0,0.0,284.0,Brotaufstrich (Eiersalat),Popp,,,
REWE Beste Wahl Goldweizen 1kg,"2,49 €",1000g,False,"Brot, Cerealien & Aufstriche",,45.7,1.9,,0.2,8.3,"{'unit': 'calories', 'value': 236.0}",45.7,1200.0,,,,,1.2,,,,,1.0,,236.0,Beste Wahl Goldweizen,Rewe,,,
REWE Beste Wahl Spaghetti N°3 500g,"1,39 €","500g (1 kg = 2,78 €)",False,Kochen & Backen,2.78,73.0,3.0,,0.3,14.0,"{'unit': 'calories', 'value': 366.0}",73.0,4.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,366.0,Spaghetti,Rewe Beste Wahl,,,
Wieninger Frische Hefe 42g,"0,15 €","42g (1 kg = 3,57 €)",False,Kochen & Backen,3.57,1.1,0.1,6.9,,16.7,"{'unit': 'calories', 'value': 83.0}",8.0,,,,,,1.2,,,2000.0,,1.0,,83.0,"Generic - Hefe, Frisch",,,,
REWE Bio Weizenmehl Type 550 1kg,"0,99 €",1000g,False,Kochen & Backen,,71.0,0.0,0.0,0.2,9.8,"{'unit': 'calories', 'value': 341.0}",71.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,341.0,Weizenmehl Type 550,Rewe Bio,,,
REWE Beste Wahl Tagliatelle N°304 500g,"1,89 €","500g (1 kg = 3,78 €)",False,Kochen & Backen,3.78,31.0,0.5,0.0,0.5,7.0,"{'unit': 'calories', 'value': 180.0}",31.0,4.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,180.0,Tagliatelle,Rewe Beste Wahl,,,
REWE Bio Naturland Fusilli 500g,"0,85 €",500g,False,Kochen & Backen,,0.0,,,,31.0,"{'unit': 'calories', 'value': 165.0}",0.0,,,,,,3.6,,,,,1.0,,165.0,Hähnchenbrustfilet,Naturland  Rewe Bio,,,
Südzucker Feinster Zucker 500g,"1,49 €","500g (1 kg = 2,98 €)",False,Kochen & Backen,2.98,100.0,100.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 400.0}",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,400.0,Feinster Zucker,Südzucker,,,
Barilla Spaghetti Nr.5 500g,"2,09 €","500g (1 kg = 4,18 €)",False,Kochen & Backen,4.18,71.0,3.0,3.0,0.0,12.0,"{'unit': 'calories', 'value': 356.0}",74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,356.0,Spaghetti Nr. 5,Barilla,,,
REWE Beste Wahl Gnocchi 400g,"1,89 €","400g (1 kg = 4,73 €)",False,Kochen & Backen,4.73,32.0,0.3,,0.3,3.3,"{'unit': 'calories', 'value': 149.0}",32.0,,,,,,0.6,,,,,1.0,,149.0,Gnocchi,Gnocchi Rewe Beste Wahl,,,
REWE Bio Frische Backhefe 42g,"0,59 €","42g (1 kg = 14,05 €)",False,Kochen & Backen,14.05,2.88,,1.89,,3.24,"{'unit': 'calories', 'value': 25.65}",4.77,4.5,7.2,,0.0,0.0,0.135,1.8,,180.0,0.0,1.0,,26.0,Backhefe,Rewe Bio,,,
Barilla Penne Rigate Nr.73 500g,"2,09 €","500g (1 kg = 4,18 €)",False,Kochen & Backen,4.18,72.2,0.4,,0.2,12.0,"{'unit': 'calories', 'value': 350.0}",72.2,,,,,,1.5,,,,,1.0,,350.0,Penne Rigate No.73,Barilla,,,
Rosenmehl Weizenmehl Type 405 1kg,"1,69 €",1kg,False,Kochen & Backen,1.69,72.3,0.7,2.8,0.1,10.0,"{'unit': 'calories', 'value': 343.0}",75.1,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,343.0,Weizenmehl Type 405,Rosenmehl,,,
Barilla Fusilli Nr.98 500g,"2,09 €","500g (1 kg = 4,18 €)",False,Kochen & Backen,4.18,71.7,3.5,3.0,0.3,12.5,"{'unit': 'calories', 'value': 356.0}",74.7,,,,,,1.5,,,,,1.0,,356.0,Fussili (Nr. 98),Barilla,,,
Südzucker Feiner Rübenzucker 1kg,"1,79 €",1000g,False,Kochen & Backen,,100.0,100.0,,,0.0,"{'unit': 'calories', 'value': 400.0}",100.0,,,,,,0.0,,,,,1.0,,400.0,Rübenzucker,Südzucker,,,
REWE Bio Mezze Penne 500g,"0,85 €","500g (1 kg = 1,70 €)",False,Kochen & Backen,1.7,1.0,0.0,0.0,0.0,1.0,"{'unit': 'calories', 'value': 80.0}",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,Bio Äpfel 500g,REWE,,,
REWE Bio Naturland Linguine 500g,"0,85 €",500g,False,Kochen & Backen,,0.0,,,,31.0,"{'unit': 'calories', 'value': 165.0}",0.0,,,,,,3.6,,,,,1.0,,165.0,Hähnchenbrustfilet,Naturland  Rewe Bio,,,
Barilla Integrale Vollkorn Fusilli 500g,"2,59 €","500g (1 kg = 5,18 €)",False,Kochen & Backen,5.18,64.0,3.5,8.0,0.5,13.0,"{'unit': 'calories', 'value': 347.0}",72.0,5.12,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,347.0,Integrale Vollkorn Fusilli,Barilla,,,
REWE Bio Tortiglioni 500g,"0,85 €","500g (1 kg = 1,70 €)",False,Kochen & Backen,1.7,73.0,,,,12.0,"{'unit': 'calories', 'value': 358.0}",73.0,,,,,,1.5,,,,,1.0,,358.0,Tortiglioni Pasta,Rewe Bio,,,
REWE Bio Penne Vollkorn 500g,"0,85 €","500g (1 kg = 1,70 €)",False,Kochen & Backen,1.7,66.7,3.5,0.0,0.5,12.5,"{'unit': 'calories', 'value': 351.0}",66.7,0.01,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,351.0,Vollkorn Penne,Rewe Bio,,,
REWE Bio Rote Linsen 500g,"1,65 €","500g (1 kg = 3,30 €)",False,Kochen & Backen,3.3,50.0,1.1,,0.3,25.5,"{'unit': 'calories', 'value': 341.0}",50.0,,,,,,1.5,,,,,1.0,,341.0,Rote Linsen,Rewe Bio,,,
REWE Beste Wahl Brauner Rohrzucker 500g,"1,69 €","500g (1 kg = 3,38 €)",False,Kochen & Backen,3.38,100.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 400.0}",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,400.0,brauner Rohrzucker,Südzucker,,,
REWE Beste Wahl Risotto-Reis 500g,"1,99 €","500g (1 kg = 3,98 €)",False,Kochen & Backen,3.98,72.0,0.3,,0.4,6.9,"{'unit': 'calories', 'value': 331.0}",72.0,10.0,,,,,1.3,,,,,1.0,,331.0,Risotto Reis,Rewe Beste Wahl,,,
Barilla Maccheroni Nr.44 500g,"2,09 €","500g (1 kg = 4,18 €)",False,Kochen & Backen,4.18,69.7,0.0,3.0,0.0,14.0,"{'unit': 'calories', 'value': 359.0}",72.7,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,359.0,Maccheroni #44,Barilla,,,
Barilla Piccolini Mini Penne Rigate 500g,"2,09 €","500g (1 kg = 4,18 €)",False,Kochen & Backen,4.18,72.2,3.5,3.0,0.5,11.5,"{'unit': 'calories', 'value': 356.0}",75.2,2.0,,,,,2.0,,,,,1.0,,356.0,Piccolini Mini Penne Rigate,Barilla,,,
Barilla Tortiglioni Nr.83 500g,"2,09 €","500g (1 kg = 4,18 €)",False,Kochen & Backen,4.18,72.2,3.5,3.0,0.3,12.0,"{'unit': 'calories', 'value': 356.0}",75.2,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,356.0,Tortiglioni no 83,Barilla,,,
Oryza Himalaya Basmati 1kg,"4,49 €",1000g,False,Kochen & Backen,,76.0,0.2,2.2,0.3,8.9,"{'unit': 'calories', 'value': 353.0}",78.2,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,353.0,Himalaya Basmati,Oryza,,,
