Non Nutrient Data.Image URL,Non Nutrient Data.Original Name,Non Nutrient Data.Unit,Non Nutrient Data.Amount,Non Nutrient Data.Price per Unit,Non Nutrient Data.Weight per Unit (g),Non Nutrient Data.Price per 100g,Non Nutrient Data.Regulated Name,Non Nutrient Data.Regulated Name English,Non Nutrient Data.FDC Name,Non Nutrient Data.Food Category,Energy.Energy [KCAL],Macronutrient.Carbohydrate [G],Macronutrient.Fiber [G],Macronutrient.Protein [G],Macronutrient.Saturated Fat [G],Macronutrient.Total Fat [G],Micronutrient.Calcium [MG],Micronutrient.Choline [MG],Micronutrient.Copper [MG],Micronutrient.Folate [UG],Micronutrient.Iron [MG],Micronutrient.Magnesium [MG],Micronutrient.Manganese [MG],Micronutrient.Niacin [MG],Micronutrient.Omega 3 (ALA) [G],Micronutrient.Omega 6 [G],Micronutrient.Phosphorus [MG],Micronutrient.Potassium [MG],Micronutrient.Riboflavin [MG],Micronutrient.Selenium [UG],Micronutrient.Sodium [MG],Micronutrient.Thiamin [MG],Micronutrient.Vitamin A [UG],Micronutrient.Vitamin B-12 [UG],Micronutrient.Vitamin B-6 [MG],Micronutrient.Vitamin C [MG],Micronutrient.Vitamin E [MG],Micronutrient.Zinc [MG],Micronutrient.Omega 3 (EPA + DHA) [G],Micronutrient.Vitamin K [UG],Non Nutrient Data.Fullness Factor,Insulin Index,Insulin Index Food Name,Non Nutrient Data.Preparation Time
"https://img.rewe-static.de/8884094/38587205_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",ja! Pistazien geröstet & ungesalzen 250g,100g,2.5,1.4,100.0,1.4,"Pistazien, geröstet, ungesalzen","Pistachios, roasted, unsalted","Nuts, pistachio nuts, dry roasted, without salt added",Nut and Seed Products,609.7,28.28,10.3,21.05,5.645,45.82,107.0,71.4,1.293,51.0,4.03,109.0,1.243,1.373,0.6044999999999999,6.5625,469.0,1007.0,0.234,10.0,6.0,0.695,13.0,0.0,1.122,3.0,1.085,2.34,0.0,13.2,2.114611279837074,15,"Peanuts, salted, roasted","Pistachio nuts, dry roasted"
"https://img.rewe-static.de/8968584/41825743_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Chili rot 80g,100g,0.8,1.61,100.0,1.61,"Chili, rot, roh","Chili pepper, red, raw","Peppers, hot chili, red, raw",Vegetables and Vegetable Products,46.68,8.81,1.5,1.87,0.042,0.44,14.0,10.9,0.129,23.0,1.03,23.0,0.187,1.244,0.072,0.0,43.0,322.0,0.086,0.5,9.0,0.072,48.0,0.0,0.506,143.7,0.345,0.26,0.0,14.0,3.542308256670503,44,"Orange, raw, peeled","Hot chili peppers, red, raw"
"https://img.rewe-static.de/8778253/36494897_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Billie Green Veganer Bacon 90g,100g,0.9,2.21,100.0,2.21,"Bacon, vegan","Bacon, vegan","Bacon, meatless",Legumes and Legume Products,333.68,5.31,2.6,11.69,4.622,29.52,23.0,45.0,0.105,42.0,2.41,19.0,0.205,7.56,0.5515,0.0,70.0,170.0,0.481,7.4,1465.0,4.4,4.0,0.0,0.479,0.0,3.45,0.42,0.0,0.0,1.7400163309456838,9,"Bacon, short-cut",Meatless bacon
"https://img.rewe-static.de/2082383/21926912_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Green Excellence Lamm Filet ca. 170g,100g,1.7,4.99,100.0,4.99,"Lammfilet, Lamm, roh","Lamb fillet, lamb, raw","Lamb, ground, raw","Lamb, Veal, and Game Products",276.93,0.0,0.0,16.56,10.19,23.41,16.0,69.3,0.101,18.0,1.55,21.0,0.019,5.96,0.835,0.0,157.0,222.0,0.21,18.8,59.0,0.11,0.0,1.155,0.13,0.0,0.1,3.41,0.0,3.6,2.1657111616105063,21,Lamb and mutton,"Lamb, ground, raw"
"https://img.rewe-static.de/8514957/32078973_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Aubergine 1 Stück,Stück,1.0,1.49,250.0,0.596,"Aubergine, roh","Eggplant, raw","Eggplant, raw",Vegetables and Vegetable Products,29.06,5.88,3.0,0.98,0.034,0.18,9.0,6.9,0.081,22.0,0.23,14.0,0.232,0.649,0.047,0.0,24.0,229.0,0.037,0.3,2.0,0.039,1.0,0.0,0.084,2.2,0.15,0.16,0.0,3.5,4.538784607112333,59,"Banana, raw, peeled","Eggplant, raw"
"https://img.rewe-static.de/7682471/41789834_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Biometzgerei Pichler Bio Kalbsgulasch 1kg,100g,10.0,0.99,100.0,0.99,"Kalbsgulasch, Kalb, roh","Veal goulash, veal, raw","Veal, ground, raw","Lamb, Veal, and Game Products",191.86,0.0,0.0,18.58,5.108,13.06,12.0,96.5,0.088,3.0,1.37,31.0,0.008,5.52,0.927,0.578,197.0,198.0,0.28,13.1,103.0,0.113,0.0,1.14,0.446,0.0,0.245,2.51,0.002,1.4,2.5819257817260506,60,"Grapes, black, raw","Veal, ground, raw"
"https://img.rewe-static.de/0483923/24570157_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Fenchel ca. 250g,100g,2.5,0.3,100.0,0.3,"Fenchel, roh","Fennel, raw","Fennel, bulb, raw",Vegetables and Vegetable Products,35.959999999999994,7.3,3.1,1.24,0.09,0.2,49.0,13.2,0.066,27.0,0.73,17.0,0.191,0.64,0.0,0.0,50.0,414.0,0.032,0.7,52.0,0.01,48.0,0.0,0.047,12.0,0.29,0.2,0.0,62.8,4.094120764662244,44,"Orange, raw, peeled","Fennel bulb, raw"
"https://img.rewe-static.de/7781674/37043676_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio + vegan Jackfruit natur 230g,100g,2.3,0.78,100.0,0.78,"Jackfruit, vegan, roh","Jackfruit, vegan, raw","Jackfruit, raw",Fruits and Fruit Juices,105.64,23.25,1.5,1.72,0.195,0.64,24.0,0.0,0.076,24.0,0.23,29.0,0.043,0.92,0.0542499999999999,0.005,21.0,448.0,0.055,0.0,2.0,0.105,5.0,0.0,0.329,13.7,0.34,0.13,0.0,0.0,2.302636803834176,59,"Banana, raw, peeled","Jackfruit, raw"
"https://img.rewe-static.de/0990026/26208259_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",ja! Geflügel-Salami mit Schweinefleisch 200g,100g,2.0,0.93,100.0,0.93,"Salami, Geflügel, roh","Salami, poultry, raw","Salami, cooked, turkey",Sausages and Luncheon Meats,165.89,1.55,0.1,19.2,2.783,9.21,40.0,53.1,0.19,10.0,1.25,22.0,0.02,3.979,0.7769999999999999,0.0,266.0,216.0,0.303,26.4,1107.0,0.426,2.0,0.495,0.427,0.0,0.12,2.32,0.022,1.3,2.736164990406119,16,Bologna sausage,"Turkey salami, cooked"
"https://img.rewe-static.de/1437254/37972017_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",ja! Schweine-Geschnetzeltes nach...,100g,5.0,0.8,100.0,0.8,"Schweine-Geschnetzeltes, roh","Pork strips, raw","Pork, cured, breakfast strips, raw or unheated",Pork Products,384.19999999999993,0.7,0.0,11.74,12.91,37.16,8.0,0.0,0.063,3.0,0.94,12.0,0.03,3.65,0.555,0.0,137.0,204.0,0.18,25.0,987.0,0.475,0.0,0.99,0.21,27.2,0.0,1.66,0.0,0.0,1.4790430088949826,19,Pork,"Pork, cured, breakfast strips, raw"
"https://img.rewe-static.de/4623991/24568597_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Grapefruit 1 Stück,Stück,1.0,1.19,350.0,0.3399999999999999,"Grapefruit, roh","Grapefruit, raw","Grapefruit juice, white, raw",Fruits and Fruit Juices,39.7,9.2,0.1,0.5,0.014,0.1,9.0,7.7,0.033,10.0,0.2,12.0,0.02,0.2,0.0,0.0,15.0,162.0,0.02,0.1,1.0,0.04,1.0,0.0,0.044,38.0,0.11,0.05,0.0,0.0,3.811441818217516,60,"Grapes, black, raw","Grapefruit juice, white, raw"
"https://img.rewe-static.de/1947330/23272305_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Austernpilze 200g,100g,2.0,1.34,100.0,1.34,"Austernpilze, roh","Oyster mushrooms, raw","Mushrooms, oyster, raw",Vegetables and Vegetable Products,41.29,6.09,2.3,3.31,0.062,0.41,3.0,48.7,0.244,38.0,1.33,18.0,0.113,4.956,0.1169999999999999,0.0,120.0,420.0,0.349,2.6,18.0,0.125,2.0,0.0,0.11,0.0,0.0,0.77,0.0,0.0,3.8735113971549495,44,"Orange, raw, peeled","Oyster mushrooms, raw"
"https://img.rewe-static.de/1045852/24320401_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Koriander 25g,100g,0.25,3.96,100.0,3.96,"Koriander, roh","Cilantro, raw","Coriander (cilantro) leaves, raw",Vegetables and Vegetable Products,27.88,3.67,2.8,2.13,0.014,0.52,67.0,12.8,0.225,62.0,1.77,26.0,0.426,1.114,0.0,0.0,48.0,521.0,0.162,0.9,46.0,0.067,337.0,0.0,0.149,27.0,1.25,0.5,0.0,310.0,4.593169013986333,4,"Avocado, raw, peeled","Coriander leaves, raw"
"https://img.rewe-static.de/7568160/41413327_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Schalotten 200g im Netz,100g,2.0,0.9,100.0,0.9,"Schalotten, roh","Shallots, raw","Shallots, raw",Vegetables and Vegetable Products,78.10000000000001,16.8,3.2,2.5,0.017,0.1,37.0,11.3,0.088,34.0,1.2,21.0,0.292,0.2,0.097,0.0,60.0,334.0,0.02,1.2,12.0,0.06,0.0,0.0,0.345,8.0,0.04,0.4,0.0,0.8,2.73591416826652,21,"Prawns, boiled, peeled","Shallots, raw"
"https://img.rewe-static.de/8040507/30744393_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Chicoree 500g,100g,5.0,0.5,100.0,0.5,"Chicoree, roh","Chicory, raw","Chicory roots, raw",Vegetables and Vegetable Products,77.44,17.51,1.5,1.4,0.048,0.2,41.0,0.0,0.077,23.0,0.8,22.0,0.233,0.4,0.0,0.0,61.0,290.0,0.03,0.7,50.0,0.04,0.0,0.0,0.241,5.0,0.0,0.33,0.0,0.0,2.6745385315248256,41,"Carrot juice, fresh","Chicory roots, raw"
"https://img.rewe-static.de/8319334/30283256_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff","UNSER LAND frische Bio Milch 3,8% 1l",100g,10.0,0.18,100.0,0.18,"Milch, fettarm","Milk, low-fat","Milk, chocolate, lowfat, reduced sugar",Dairy and Egg Products,53.8,7.68,0.0,3.43,0.616,1.04,122.0,15.2,0.018,5.0,0.16,13.0,0.021,0.122,0.005,0.0113333333333333,98.0,168.0,0.225,1.9,66.0,0.035,96.0,0.1,0.05,0.0,0.0,0.46,0.0,0.3,3.350546924005438,34,"Milk, low-fat","Chocolate milk, lowfat, reduced sugar"
"https://img.rewe-static.de/0443669/25478624_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Roquefort D'Argental 100g,100g,1.0,3.39,100.0,3.39,"Roquefort, D'Argental","Roquefort, D'Argental","Cheese, roquefort",Dairy and Egg Products,369.92,2.0,0.0,21.54,19.263,30.64,662.0,0.0,0.034,49.0,0.56,30.0,0.03,0.734,0.996,0.0,392.0,91.0,0.586,14.5,1809.0,0.04,294.0,0.64,0.124,0.0,0.0,2.08,0.0,0.0,2.1499002047565523,45,Cheese,Roquefort cheese
"https://img.rewe-static.de/0483516/24570152_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Paprika grün ca. 250g,100g,2.5,0.7,100.0,0.7,"Paprika, grün, roh","Bell pepper, green, raw","Peppers, sweet, green, raw",Vegetables and Vegetable Products,23.53,4.64,1.7,0.86,0.058,0.17,10.0,5.5,0.066,10.0,0.34,10.0,0.122,0.48,0.0426666666666666,0.0,20.0,175.0,0.028,0.0,3.0,0.057,18.0,0.0,0.224,80.4,0.185,0.13,0.0,7.4,4.519156934775083,44,"Orange, raw, peeled","Sweet green peppers, raw"
"https://img.rewe-static.de/0482595/24570316_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Eisbergsalat 1 Stück,Stück,1.0,1.39,500.0,0.2779999999999999,"Eisbergsalat, roh","Iceberg lettuce, raw","Lettuce, iceberg (includes crisphead types), raw",Vegetables and Vegetable Products,16.740000000000002,2.97,1.2,0.9,0.018,0.14,18.0,6.7,0.025,29.0,0.41,7.0,0.125,0.123,0.016,0.0,20.0,141.0,0.025,0.1,10.0,0.041,25.0,0.0,0.042,2.8,0.09,0.15,0.0,24.1,4.519191805500332,43,"Apple, red delicious, raw","Iceberg lettuce, raw"
"https://img.rewe-static.de/9199270/43525923_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Spargel weiß 500g,100g,5.0,1.8,100.0,1.8,"Spargel, weiß, roh","Asparagus, white, raw","Asparagus, raw",Vegetables and Vegetable Products,25.4,3.88,2.1,2.2,0.04,0.12,24.0,16.0,0.189,52.0,2.14,14.0,0.158,0.978,0.0633333333333333,0.0,52.0,202.0,0.141,2.3,2.0,0.143,38.0,0.0,0.091,5.6,0.565,0.54,0.0,41.6,4.588839673866333,4,"Avocado, raw, peeled","Asparagus, raw"
"https://img.rewe-static.de/0482293/7360910_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Suppengrün 500g,100g,5.0,0.29,100.0,0.29,"Suppengrün, roh","Soup greens, raw","Beet greens, raw",Vegetables and Vegetable Products,27.29,4.33,3.7,2.2,0.02,0.13,117.0,0.4,0.191,15.0,2.57,70.0,0.391,0.4,0.0695,0.0,41.0,762.0,0.22,0.9,226.0,0.1,316.0,0.0,0.106,30.0,0.75,0.38,0.0,400.0,4.614378534466082,60,"Grapes, black, raw","Beet greens, raw"
"https://img.rewe-static.de/7158570/39459560_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bio Paprika 400g,100g,4.0,0.72,100.0,0.72,"Paprika, roh","Bell pepper, raw","Peppers, jalapeno, raw",Vegetables and Vegetable Products,32.97,6.5,2.8,0.91,0.092,0.37,12.0,7.5,0.046,27.0,0.25,15.0,0.097,1.28,0.025,0.0206666666666666,26.0,248.0,0.07,0.4,3.0,0.04,54.0,0.0,0.419,118.6,1.79,0.14,0.0,18.5,4.285591771665887,4,"Avocado, raw, peeled","Jalapeno peppers, raw"
"https://img.rewe-static.de/9506845/17574710_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Florette Feldsalat 100g,100g,1.0,1.99,100.0,1.99,"Feldsalat, roh","Corn salad, raw","Cornsalad, raw",Vegetables and Vegetable Products,26.0,3.6,0.0,2.0,0.0,0.4,38.0,0.0,0.134,14.0,2.18,13.0,0.359,0.415,0.0895,0.0,53.0,459.0,0.087,0.9,4.0,0.071,355.0,0.0,0.273,38.2,0.0,0.59,0.0,0.0,4.573125185394332,39,"Corn, frozen","Cornsalad, raw"
"https://img.rewe-static.de/0483168/9686150_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Radieschen im Bund,Stück,1.0,0.99,200.0,0.4949999999999999,"Radieschen, roh","Radishes, raw","Radishes, raw",Vegetables and Vegetable Products,17.22,3.4,1.6,0.68,0.032,0.1,25.0,6.5,0.05,25.0,0.34,10.0,0.069,0.254,0.0206666666666666,0.0,20.0,233.0,0.039,0.6,39.0,0.012,0.0,0.0,0.071,14.8,0.0,0.28,0.0,1.3,4.509652874144332,43,"Apple, red delicious, raw","Radishes, raw"
"https://img.rewe-static.de/1045885/24320075_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Glatte Petersilie 30g,100g,0.3,3.3,100.0,3.3,"Petersilie, roh","Parsley, raw","Parsley, fresh",Vegetables and Vegetable Products,44.31,6.33,3.3,2.97,0.132,0.79,138.0,12.8,0.149,152.0,6.2,50.0,0.16,1.313,0.1699999999999999,0.0,58.0,554.0,0.098,0.1,56.0,0.086,421.0,0.0,0.09,133.0,0.375,1.07,0.0,1640.0,3.722512259930485,41,"Carrot juice, fresh","Parsley, fresh"
"https://img.rewe-static.de/8108419/34347113_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Gärtnerei Böck Eichblattsalat grün 1...,Stück,1.0,1.79,300.0,0.5966666666666667,"Eichblattsalat, roh","Oak leaf lettuce, raw","Lettuce, red leaf, raw",Vegetables and Vegetable Products,16.34,2.26,0.9,1.33,0.028,0.22,33.0,11.8,0.028,36.0,1.2,12.0,0.203,0.321,0.0393333333333333,0.0,28.0,187.0,0.077,1.5,25.0,0.064,375.0,0.0,0.1,3.7,0.075,0.2,0.0,140.3,4.540075365196333,43,"Apple, red delicious, raw","Lettuce, red, raw"
"https://img.rewe-static.de/7001723/26468573_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Kochkäse Kümmel 20%...,100g,2.0,0.74,100.0,0.74,Kochkäse Kümmel,"Cooked cheese, caraway","Cheese, caraway",Dairy and Egg Products,375.76,3.06,0.0,25.18,18.584,29.2,673.0,0.0,0.024,18.0,0.64,22.0,0.021,0.18,1.0185,0.0,490.0,93.0,0.45,14.5,690.0,0.031,271.0,0.27,0.074,0.0,0.0,2.94,0.0,0.0,2.3526978025970338,45,Cheese,"Cheese, caraway"
"https://img.rewe-static.de/0268780/26038501_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Andechser Natur Bio Jogurt Erdbeere 500g...,100g,5.0,0.48,100.0,0.48,"Jogurt, Erdbeere","Yogurt, strawberry","Yogurt, Greek, strawberry, nonfat",Dairy and Egg Products,81.83,12.07,0.6,8.05,0.105,0.15,97.0,14.0,0.019,20.0,0.09,10.0,0.033,0.213,0.2445,0.0033333333333333,113.0,132.0,0.253,9.4,33.0,0.037,0.0,0.245,0.05,0.3,0.01,0.45,0.0,0.0,2.9299143047843086,46,Yogurt,"Yogurt, Greek, strawberry, nonfat"
"https://img.rewe-static.de/0024368/24569460_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Granatapfel 1 Stück,Stück,1.0,3.29,250.0,1.316,"Granatapfel, roh","Pomegranate, raw","Pomegranates, raw",Fruits and Fruit Juices,92.01,18.7,4.0,1.67,0.12,1.17,10.0,7.6,0.158,38.0,0.3,12.0,0.119,0.293,0.0,0.0,36.0,236.0,0.053,0.5,3.0,0.067,0.0,0.0,0.075,10.2,0.3,0.35,0.0,16.4,2.499728655820162,60,"Grapes, black, raw","Pomegranates, raw"
"https://img.rewe-static.de/1041138/21288183_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Speisezwiebeln 1kg im Netz,100g,10.0,0.16,100.0,0.16,"Zwiebeln, roh","Onions, raw","Onions, raw",Vegetables and Vegetable Products,42.66,9.34,1.7,1.1,0.042,0.1,23.0,6.1,0.039,19.0,0.21,10.0,0.129,0.116,0.0153333333333333,0.0,29.0,146.0,0.027,0.5,4.0,0.046,0.0,0.0,0.12,7.4,0.01,0.17,0.0,0.4,3.68888010356639,44,"Orange, raw, peeled","Onions, raw"
"https://img.rewe-static.de/8494496/34402045_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Gärtnerei Böck Knollensellerie 1 Stück,100g,12.0,0.16,100.0,0.16,"Knollensellerie, roh","Celery root, raw","Celery, raw",Vegetables and Vegetable Products,16.17,2.97,1.6,0.69,0.042,0.17,40.0,6.1,0.035,36.0,0.2,11.0,0.103,0.32,0.1743333333333333,0.0,24.0,260.0,0.057,0.4,80.0,0.021,22.0,0.0,0.074,3.1,0.135,0.13,0.0,29.3,4.510152845775082,4,"Avocado, raw, peeled","Celery, raw"
"https://img.rewe-static.de/2843593/41638283_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Le Gruyére 120g,100g,1.2,3.66,100.0,3.66,Gruyère,Gruyère,"Cheese, gruyere",Dairy and Egg Products,411.74000000000007,0.36,0.0,29.81,18.913,32.34,1011.0,15.4,0.032,10.0,0.17,36.0,0.017,0.106,1.3505,0.0,605.0,81.0,0.279,14.5,714.0,0.06,271.0,0.8,0.081,0.0,0.14,3.9,0.0,2.7,2.4787316956936216,45,Cheese,"Cheese, gruyere"
"https://img.rewe-static.de/2606749/24938141_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",MinusL Joghurt griechische Art Natur...,100g,4.0,0.42,100.0,0.42,"Joghurt, Griechische Art, Natur","Yogurt, Greek style, plain","Yogurt, Greek, plain, lowfat",Dairy and Egg Products,72.84,3.94,0.0,9.95,1.23,1.92,115.0,15.2,0.021,12.0,0.04,11.0,0.007,0.197,0.2895,0.0166666666666666,137.0,141.0,0.233,12.4,34.0,0.044,90.0,0.26,0.055,0.8,0.02,0.6,0.0,0.2,3.186865460307036,46,Yogurt,"Yogurt, Greek, plain, lowfat"
"https://img.rewe-static.de/2249311/25048791_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Weideglück Edamer 175g,100g,1.75,1.42,100.0,1.42,Edamer,Edam Cheese,"Cheese, edam",Dairy and Egg Products,362.81,1.43,0.0,24.99,18.67,28.57,731.0,15.4,0.036,16.0,0.44,30.0,0.011,0.082,1.099,0.0,536.0,188.0,0.389,14.5,973.0,0.037,243.0,0.77,0.076,0.0,0.12,3.75,0.0,2.3,2.3709647924843043,45,Cheese,"Cheese, edam"
"https://img.rewe-static.de/8564419/32609259_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bio Rosmarin im Topf,Stück,1.0,1.99,30.0,6.633333333333333,"Rosmarin, roh","Rosemary, raw","Rosemary, fresh",Spices and Herbs,148.78,20.7,14.1,3.31,2.838,5.86,317.0,0.0,0.301,109.0,6.65,91.0,0.96,0.912,0.1704999999999999,0.0,66.0,668.0,0.152,0.0,26.0,0.036,146.0,0.0,0.336,21.8,0.0,0.93,0.0,0.0,3.104273781441775,41,"Carrot juice, fresh","Rosemary, fresh"
"https://img.rewe-static.de/8178769/41638522_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Salzburgmilch Bio Gouda Scheiben 150g,100g,1.5,1.99,100.0,1.99,Gouda,Gouda cheese,"Cheese, gouda",Dairy and Egg Products,355.6,2.22,0.0,24.94,17.614,27.44,700.0,15.4,0.036,21.0,0.24,29.0,0.011,0.063,1.0965,0.0,546.0,121.0,0.334,14.5,819.0,0.03,165.0,0.77,0.08,0.0,0.12,3.9,0.0,2.3,2.3972736620704245,45,Cheese,"Cheese, gouda"
"https://img.rewe-static.de/4529227/21936654_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Laru Schweineschmalz 250g,100g,2.5,0.56,100.0,0.56,"Schweineschmalz, roh","Lard, raw",Lard,Fats and Oils,900.0,0.0,0.0,0.0,39.2,100.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.0,0.0,0.0673376504536418,19,Pork,Lard
"https://img.rewe-static.de/1105044/21306366_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Tafeltrauben hell kernlos 500g,100g,5.0,0.4,100.0,0.4,"Tafeltrauben, roh","Table grapes, raw","Grapes, muscadine, raw",Fruits and Fruit Juices,63.19,13.93,3.9,0.81,0.0,0.47,37.0,0.0,0.119,2.0,0.26,14.0,1.973,0.0,0.0,0.0,24.0,203.0,1.5,0.0,1.0,0.0,3.0,0.0,0.0,6.5,0.0,0.11,0.0,0.0,2.983291000185732,60,"Grapes, black, raw","Grapes, muscadine, raw"
"https://img.rewe-static.de/8893877/39124597_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio + vegan Eiersatz 15g,100g,0.15,5.67,100.0,5.67,"Eiersatz, vegan","Egg substitute, vegan","Egg substitute, powder",Dairy and Egg Products,426.2,21.8,0.0,55.5,3.766,13.0,326.0,117.6,0.207,125.0,3.16,65.0,0.08,0.577,0.0,0.0,478.0,744.0,1.76,127.7,800.0,0.226,369.0,1.76,0.143,0.8,0.63,1.82,0.0,0.4,2.702808648455636,23,Egg,"Egg substitute, powder"
"https://img.rewe-static.de/8343334/30673204_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Tomaten getrocknet 100g,100g,1.0,1.99,100.0,1.99,"Tomaten, getrocknet","Tomatoes, dried","Tomatoes, sun-dried",Vegetables and Vegetable Products,306.21000000000004,55.76,12.3,14.11,0.426,2.97,110.0,104.6,1.423,68.0,9.09,194.0,1.846,9.05,0.384,0.0,356.0,3427.0,0.489,5.5,107.0,0.528,44.0,0.0,0.332,39.2,0.005,1.99,0.0,43.0,3.146928276239117,41,Tomato sauce,"Tomatoes, sun-dried"
"https://img.rewe-static.de/7156260/37861368_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",ja! Brie 200g,100g,2.0,0.99,100.0,0.99,Brie,Brie,"Cheese, brie",Dairy and Egg Products,333.92,0.45,0.0,20.75,17.41,27.68,184.0,15.4,0.019,65.0,0.5,20.0,0.034,0.38,1.0085,0.0,188.0,152.0,0.52,14.5,629.0,0.07,174.0,0.825,0.235,0.0,0.12,2.38,0.0,2.3,2.214558638322828,7,Brie,"Cheese, brie"
"https://img.rewe-static.de/0444702/22880447_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Laugenbrezeln 770g,100g,7.7,0.26,100.0,0.26,Laugenbrezeln,Pretzels,"Pretzels, soft",Snacks,338.26,69.39,1.7,8.2,0.695,3.1,23.0,17.7,0.126,24.0,3.92,21.0,0.0,4.27,0.0,0.0,79.0,88.0,0.29,17.2,203.0,0.41,0.0,0.0,0.02,0.0,0.27,0.94,0.0,2.7,1.73720808517782,74,"Pretzels, reduced-fat","Pretzels, soft"
"https://img.rewe-static.de/7091046/30307193_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Himbeeren 500g,100g,5.0,0.54,100.0,0.54,Himbeeren,Raspberries,"Raspberries, raw",Fruits and Fruit Juices,58.41,11.94,6.5,1.2,0.019,0.65,25.0,12.3,0.09,21.0,0.69,22.0,0.67,0.598,0.0,0.0,29.0,151.0,0.038,0.2,1.0,0.032,2.0,0.0,0.055,26.2,0.435,0.42,0.0,7.8,3.265214068879422,60,"Grapes, black, raw","Raspberries, raw"
